success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant_id,response,stimulus,category,correct_response,naive_theory,concept,is_consistent,response_tf,correct,question_order,file_name
NA,1639,html-keyboard-response,121,2.0.0,533802,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">Atoms are visible to the naked eye.</div>",Matter,F,F,Atom,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,4637,html-keyboard-response,122,2.0.0,538941,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">A liter of water weighs more than a liter of ice.</div>",Matter,T,F,Weight,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,3521,html-keyboard-response,123,2.0.0,542965,pr8440gmw0w,alpaca,z,"<div style=""font-size:30pt;"">A grain of sand can be cut in half.</div>",Matter,T,F,Divisibility,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,3846,html-keyboard-response,124,2.0.0,547313,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">Atoms are mostly empty space.</div>",Matter,T,F,Atom,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,2773,html-keyboard-response,125,2.0.0,550588,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">Foam is denser than brick.</div>",Matter,F,F,Density,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,7856,html-keyboard-response,126,2.0.0,558946,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">A cold penny is denser than a hot penny.</div>",Matter,T,F,Density,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,4074,html-keyboard-response,127,2.0.0,563522,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">A shadow can be cut in half.</div>",Matter,F,T,Divisibility,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,1293,html-keyboard-response,128,2.0.0,565318,pr8440gmw0w,alpaca,t,"<div style=""font-size:30pt;"">Press T if you are paying attention. Do not press z or m.</div>",Matter,T3,T3,AttentionCheck,TRUE,T3,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,2556,html-keyboard-response,129,2.0.0,568377,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">A liter of water weighs more than a liter of air.</div>",Matter,T,T,Weight,TRUE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,1768,html-keyboard-response,130,2.0.0,570646,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">Steel is denser than foam.</div>",Matter,T,T,Density,TRUE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,5274,html-keyboard-response,131,2.0.0,576422,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">A pound of steel weighs more than a pound of feathers.</div>",Matter,F,T,Weight,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,12429,html-keyboard-response,132,2.0.0,589353,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">A pound of steel weighs more than a ton of steel.</div>",Matter,F,F,Weight,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,3344,html-keyboard-response,133,2.0.0,593200,pr8440gmw0w,alpaca,z,"<div style=""font-size:30pt;"">Ice is denser than water.</div>",Matter,F,T,Density,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,5358,html-keyboard-response,134,2.0.0,599060,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">Atoms are weightless.</div>",Matter,F,T,Atom,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,1292,html-keyboard-response,135,2.0.0,600854,pr8440gmw0w,alpaca,NA,<p>The next 20 statements will be about <b>Astronomy</b>. Press any key to continue.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,1338,html-keyboard-response,136,2.0.0,602193,pr8440gmw0w,alpaca,t,"<div style=""font-size:30pt;"">Press T if you are paying attention. Do not press z or m.</div>",Astronomy,T3,T3,AttentionCheck,TRUE,T3,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,7798,html-keyboard-response,137,2.0.0,610493,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">Phases of the moon are caused by clouds.</div>",Astronomy,F,F,Lunar phase,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,1473,html-keyboard-response,138,2.0.0,612468,pr8440gmw0w,alpaca,z,"<div style=""font-size:30pt;"">The sun produces light.</div>",Astronomy,T,T,Star,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,3851,html-keyboard-response,139,2.0.0,616821,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">Phases of the moon are caused by changes in illumination.</div>",Astronomy,T,T,Lunar phase,TRUE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,4602,html-keyboard-response,140,2.0.0,621926,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">The sun produces sound.</div>",Astronomy,F,F,Star,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,3234,html-keyboard-response,141,2.0.0,625662,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">Stars are more massive than planets.</div>",Astronomy,T,F,Planet,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,1344,html-keyboard-response,142,2.0.0,627509,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">Asteroids are more massive than planets.</div>",Astronomy,F,F,Planet,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,13765,html-keyboard-response,143,2.0.0,641777,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">The moon revolves around the earth.</div>",Astronomy,T,T,Solar system,TRUE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,3056,html-keyboard-response,144,2.0.0,645335,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">The sun revolves around the moon.</div>",Astronomy,F,F,Solar system,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,2270,html-keyboard-response,145,2.0.0,648106,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">The sun revolves around the earth.</div>",Astronomy,F,T,Solar system,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,10043,html-keyboard-response,146,2.0.0,658652,pr8440gmw0w,alpaca,z,"<div style=""font-size:30pt;"">A change in overall sunlight causes the seasons.</div>",Astronomy,T,T,Season,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,1767,html-keyboard-response,147,2.0.0,660921,pr8440gmw0w,alpaca,z,"<div style=""font-size:30pt;"">Phases of the moon are caused by the earth's shadow.</div>",Astronomy,F,T,Lunar phase,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,1703,html-keyboard-response,148,2.0.0,663125,pr8440gmw0w,alpaca,z,"<div style=""font-size:30pt;"">The earth revolves around the sun.</div>",Astronomy,T,F,Solar system,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,2797,html-keyboard-response,149,2.0.0,666424,pr8440gmw0w,alpaca,z,"<div style=""font-size:30pt;"">Planets are more massive than stars.</div>",Astronomy,F,T,Planet,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,2222,html-keyboard-response,150,2.0.0,669148,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">The earth's tilt causes the seasons.</div>",Astronomy,T,F,Season,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,2073,html-keyboard-response,151,2.0.0,671724,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">Phases of the moon are caused by the moon's orbit.</div>",Astronomy,T,F,Lunar phase,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,2724,html-keyboard-response,152,2.0.0,674950,pr8440gmw0w,alpaca,z,"<div style=""font-size:30pt;"">The sun produces gravity.</div>",Astronomy,T,F,Star,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,3012,html-keyboard-response,153,2.0.0,678465,pr8440gmw0w,alpaca,z,"<div style=""font-size:30pt;"">The earth's rotation causes the seasons.</div>",Astronomy,F,F,Season,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,1671,html-keyboard-response,154,2.0.0,680638,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">The earth's distance from the sun causes the seasons.</div>",Astronomy,F,T,Season,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,3238,html-keyboard-response,155,2.0.0,684379,pr8440gmw0w,alpaca,m,"<div style=""font-size:30pt;"">The moon produces light.</div>",Astronomy,F,T,Star,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,3540,html-keyboard-response,156,2.0.0,688421,pr8440gmw0w,alpaca,z,"<div style=""font-size:30pt;"">Planets are more massive than moons.</div>",Astronomy,T,T,Planet,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,2184,html-keyboard-response,157,2.0.0,691107,pr8440gmw0w,alpaca,NA,"
      <p>Thank you for completing this portion of the 
      experiment. We now have a few  questions for you.</p>
      <p>Press any key to proceed, and click submit once you are 
      done with the questions. Thanks! </p>
",NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,3834,survey-multi-choice,158,null,694948,pr8440gmw0w,alpaca,"{""grade"":""4th Year"",""gender"":""Male""}",NA,NA,NA,NA,NA,NA,NA,NA,"[0,1]",/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
NA,30160,survey,159,4.0.0,725153,pr8440gmw0w,alpaca,"{""age"":23,""major"":""cognitive science, design & interaction"",""experiment_topic"":""overall knowledge about everyday subjects"",""technical_difficulties"":""no""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pr8440gmw0w_1772141732847.csv
TRUE,4473,fullscreen,0,null,5478,prf7thwfoc6,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,8081,survey-text,1,2.0.0,13577,prf7thwfoc6,duck,"{""participant_id"":""duck""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,11972,html-keyboard-response,2,2.0.0,25551,prf7thwfoc6,duck,Alt,<p>Welcome to the experiment.<br><br>You will see 140 statements about various topics.<br><br>Please read the statements and respond with whether you think they are <b>true (Z key)</b> or <b>false (M key)</b> as quickly as possible!<br><br>Press any key to begin.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,2824,html-keyboard-response,3,2.0.0,28376,prf7thwfoc6,duck,NA,<p>The next 20 statements will be about <b>Genetics</b>. Press any key to continue.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,5852,html-keyboard-response,4,2.0.0,34231,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">Sunscreen can change one's genome.</div>",Genetics,F,F,Mutation,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,2238,html-keyboard-response,5,2.0.0,36972,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Hair color is heritable.</div>",Genetics,T,T,Heritability,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,5750,html-keyboard-response,6,2.0.0,43225,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">Intelligence is heritable.</div>",Genetics,T,F,Heritability,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,2441,html-keyboard-response,7,2.0.0,46168,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">Men have more chromosomes than women.</div>",Genetics,F,F,Chromosome,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,6545,html-keyboard-response,8,2.0.0,53215,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Two brown-eyed parents could have a brown-eyed baby.</div>",Genetics,T,T,Dominance,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,3747,html-keyboard-response,9,2.0.0,57464,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">Adults have more chromosomes than children.</div>",Genetics,F,T,Chromosome,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,8047,html-keyboard-response,10,2.0.0,66014,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">Humans have more chromosomes than mosquitoes.</div>",Genetics,T,T,Chromosome,TRUE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,2692,html-keyboard-response,11,2.0.0,69208,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Two blue-eyed parents could have a brown-eyed baby.</div>",Genetics,F,F,Dominance,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,7530,html-keyboard-response,12,2.0.0,77241,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Skin cells have more chromosomes than egg cells.</div>",Genetics,T,F,Chromosome,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,3010,html-keyboard-response,13,2.0.0,80754,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Two brown-eyed parents could have a blue-eyed baby.</div>",Genetics,T,F,Dominance,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,8118,html-keyboard-response,14,2.0.0,89374,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">Genes that code for eye color can be found in tears.</div>",Genetics,F,T,Expression,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,4389,html-keyboard-response,15,2.0.0,94267,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Genes that code for eye color can be found in the eye.</div>",Genetics,T,T,Expression,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,1904,html-keyboard-response,16,2.0.0,96673,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Genes that code for eye color can be found in hair.</div>",Genetics,F,F,Expression,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,2926,html-keyboard-response,17,2.0.0,100101,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">Pierced ears are heritable.</div>",Genetics,F,F,Heritability,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,3287,html-keyboard-response,18,2.0.0,103891,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Genes that code for eye color can be found in the liver.</div>",Genetics,T,F,Expression,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,2646,html-keyboard-response,19,2.0.0,107040,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Immunity to chickenpox is heritable.</div>",Genetics,F,T,Heritability,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,4582,html-keyboard-response,20,2.0.0,112125,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">A blue-eyed baby must have two blue-eyed parents.</div>",Genetics,F,T,Dominance,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,2202,html-keyboard-response,21,2.0.0,114830,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Radiation can change one's genome.</div>",Genetics,T,T,Mutation,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,2060,html-keyboard-response,22,2.0.0,117393,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Viruses can change one's genome.</div>",Genetics,T,F,Mutation,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,6182,html-keyboard-response,23,2.0.0,124077,prf7thwfoc6,duck,t,"<div style=""font-size:30pt;"">Press T if you are paying attention. Do not press z or m.</div>",Genetics,T3,T3,AttentionCheck,TRUE,T3,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,11518,html-keyboard-response,24,2.0.0,136097,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">Exercise can change one's genome.</div>",Genetics,F,T,Mutation,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,4140,html-keyboard-response,25,2.0.0,140740,prf7thwfoc6,duck,NA,<p>The next 20 statements will be about <b>Matter</b>. Press any key to continue.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,3585,html-keyboard-response,26,2.0.0,144326,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">Atoms are weightless.</div>",Matter,F,T,Atom,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,3025,html-keyboard-response,27,2.0.0,147853,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">A log can be cut in half.</div>",Matter,T,T,Divisibility,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,4684,html-keyboard-response,28,2.0.0,153040,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">A liter of water weighs more than a liter of ice.</div>",Matter,T,F,Weight,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,1512,html-keyboard-response,29,2.0.0,155053,prf7thwfoc6,duck,t,"<div style=""font-size:30pt;"">Press T if you are paying attention. Do not press z or m.</div>",Matter,T3,T3,AttentionCheck,TRUE,T3,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,5097,html-keyboard-response,30,2.0.0,160653,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">An idea can be cut in half.</div>",Matter,F,F,Divisibility,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,1700,html-keyboard-response,31,2.0.0,162856,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">Atoms are visible to the naked eye.</div>",Matter,F,F,Atom,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,1931,html-keyboard-response,32,2.0.0,165290,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Fire is composed of matter.</div>",Matter,F,T,Mass,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,2339,html-keyboard-response,33,2.0.0,168131,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Ice is denser than water.</div>",Matter,F,T,Density,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,7012,html-keyboard-response,34,2.0.0,175646,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">A pound of steel weighs more than a ton of steel.</div>",Matter,F,F,Weight,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,3263,html-keyboard-response,35,2.0.0,179411,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">A shadow can be cut in half.</div>",Matter,F,T,Divisibility,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,5132,html-keyboard-response,36,2.0.0,185045,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">Atoms are mostly empty space.</div>",Matter,T,F,Atom,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,2972,html-keyboard-response,37,2.0.0,188520,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">Foam is denser than brick.</div>",Matter,F,F,Density,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,1553,html-keyboard-response,38,2.0.0,190575,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Air is composed of matter.</div>",Matter,T,F,Mass,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,5920,html-keyboard-response,39,2.0.0,196997,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">Numbers are composed of matter.</div>",Matter,F,F,Mass,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,3176,html-keyboard-response,40,2.0.0,200675,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">A grain of sand can be cut in half.</div>",Matter,T,F,Divisibility,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,5945,html-keyboard-response,41,2.0.0,207122,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">Atoms are the constituents of matter.</div>",Matter,T,T,Atom,TRUE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,8538,html-keyboard-response,42,2.0.0,216162,prf7thwfoc6,duck,z,"<div style=""font-size:30pt;"">Steel is denser than foam.</div>",Matter,T,T,Density,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
NA,4033,html-keyboard-response,43,2.0.0,220697,prf7thwfoc6,duck,m,"<div style=""font-size:30pt;"">A cold penny is denser than a hot penny.</div>",Matter,T,F,Density,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/prf7thwfoc6_1772140510690.csv
